id,movement_id,product_id,quantity,created_at,updated_at
17059,28251,3929,42264,2021-01-01 12:12:22.769819,2025-01-18 20:05:35.298270
17060,47180,5020,36660,2020-10-17 12:02:22.834130,2025-01-05 20:53:38.260721
17061,16848,7826,71561,2024-05-12 12:52:15.329261,2025-01-20 02:55:39.722631
17062,48862,1790,65518,2023-12-28 01:55:58.579178,2025-01-12 21:41:01.555895
17063,25806,10195,60739,2021-12-21 01:54:31.252381,2025-01-23 13:24:53.095267
17064,37888,7526,67845,2022-06-13 12:51:21.797025,2025-01-12 06:40:16.080155
17065,21504,6309,31577,2021-07-04 19:48:44.170507,2025-01-21 21:26:12.190763
17066,32127,1464,14265,2020-09-10 06:54:55.748931,2025-01-11 07:22:30.438323
17067,15730,9714,61112,2022-11-06 18:41:18.813846,2025-01-31 17:11:44.514562
17068,38593,7372,45493,2023-11-26 06:09:54.570231,2025-01-24 13:23:39.815873
17069,57316,69,4578,2021-10-26 09:11:18.078077,2025-01-16 21:53:46.200155
17070,18202,3913,66642,2024-11-02 22:03:12.620414,2025-01-25 22:18:04.010719
17071,49706,7116,71197,2024-08-30 19:46:50.462724,2025-01-17 16:01:13.742296
17072,52868,2460,69833,2021-02-26 14:37:26.587051,2025-01-06 15:46:00.025146
17073,23554,4679,7059,2020-05-31 16:32:05.720439,2025-01-19 08:00:58.300490
17074,57257,1931,79301,2023-07-17 15:49:58.087245,2025-02-04 03:23:44.641500
17075,3538,4711,94664,2023-02-17 09:05:34.290766,2025-01-31 01:15:26.690038
17076,7694,6155,96252,2022-07-15 11:20:52.419664,2025-01-10 00:56:52.568159
17077,25121,5755,26709,2024-09-18 21:15:19.805931,2025-01-22 07:03:58.924837
17078,48004,8451,67685,2024-10-11 19:09:37.707856,2025-01-09 09:11:19.040210
17079,45485,8001,55297,2025-01-13 06:51:49.562434,2025-01-03 08:48:43.214810
17080,50726,4747,40763,2022-09-25 01:06:28.671075,2025-01-31 05:50:49.871043
17081,25741,5444,90854,2021-12-30 20:22:16.775702,2025-01-30 09:56:53.247206
17082,2036,9312,75031,2024-11-27 15:23:25.394760,2025-01-05 19:13:32.691531
17083,37705,2165,211,2020-06-16 07:48:03.447614,2025-01-07 07:01:07.683778
17084,12724,9654,44685,2024-11-30 22:40:26.170416,2025-01-09 20:32:41.343410
17085,35597,7725,7015,2021-12-26 18:35:20.446983,2025-01-30 21:41:13.587247
17086,28066,8244,75275,2020-05-26 14:39:03.316229,2025-02-01 07:01:26.753261
17087,48024,3208,84983,2020-04-23 19:41:18.826790,2025-01-12 17:45:34.456429
17088,3350,7333,50931,2024-05-03 11:26:56.073562,2025-01-30 01:57:24.645084
17089,50357,2069,58020,2022-07-23 12:31:42.460824,2025-01-07 20:08:46.861662
17090,50380,9008,35007,2023-12-12 20:21:00.063740,2025-01-02 11:13:58.071688
17091,41254,137,79563,2023-02-08 03:04:54.410198,2025-01-14 01:26:59.192101
17092,45787,4546,67969,2023-05-26 17:46:35.316137,2025-02-03 05:12:39.957573
17093,49496,8840,1905,2024-10-18 21:00:13.237694,2025-01-22 17:57:15.546142
17094,10478,8413,49623,2024-10-13 14:03:08.558445,2025-01-25 21:29:34.402305
17095,49370,5634,77551,2021-02-25 17:47:27.680859,2025-01-06 02:38:33.900251
17096,790,1844,18064,2020-10-28 14:04:33.916204,2025-01-13 10:31:29.609745
17097,56145,740,65451,2024-08-23 04:05:04.842579,2025-01-12 14:16:23.770328
17098,31658,9170,40954,2020-05-23 02:04:26.039922,2025-01-15 09:01:52.965629
17099,15750,7673,70200,2025-01-30 12:46:21.542196,2025-01-12 14:20:17.102779
17100,17222,4301,50261,2022-07-28 15:24:19.885646,2025-01-06 04:39:03.830676
17101,15307,8635,71158,2023-04-28 10:11:26.516636,2025-01-07 03:10:40.958211
17102,3499,6722,97527,2022-01-31 10:39:41.380403,2025-01-04 11:50:26.171227
17103,14337,3859,37788,2020-04-10 07:09:48.730767,2025-01-18 10:26:59.614806
17104,16917,1890,61379,2024-08-21 00:45:26.178539,2025-01-15 07:12:26.752167
17105,42361,7125,30185,2020-06-24 14:33:39.719024,2025-01-24 15:06:13.471639
17106,43740,8136,72860,2024-01-08 23:15:38.038175,2025-01-31 16:23:24.968040
17107,36309,636,5437,2022-05-24 09:14:29.581583,2025-01-11 11:36:56.305886
17108,6449,8086,88334,2024-09-15 13:57:50.095621,2025-01-22 06:39:12.101789
17109,29024,267,89754,2024-12-06 16:41:06.470812,2025-01-27 10:40:42.610970
17110,2972,6079,96904,2025-01-29 09:14:43.698928,2025-01-17 21:44:57.591912
17111,19563,6329,13064,2020-04-02 01:58:53.399198,2025-01-06 22:04:31.106395
17112,1568,7201,67707,2022-02-01 22:45:10.386503,2025-01-12 18:39:11.831968
17113,22645,72,51371,2023-11-16 12:57:06.294182,2025-01-29 06:09:10.093659
17114,41760,290,87519,2020-07-11 22:14:14.713316,2025-01-14 19:56:32.472049
17115,13160,9205,28783,2022-03-22 02:56:15.519471,2025-01-31 04:46:50.266507
17116,14936,5808,87478,2023-06-23 19:45:01.602342,2025-01-24 06:24:24.106798
17117,48524,1944,63120,2021-10-16 00:27:25.957779,2025-01-20 14:08:34.346523
17118,36724,9643,16111,2024-05-23 22:14:08.042315,2025-01-16 22:23:31.731163
17119,2675,7596,71423,2024-01-12 13:49:03.650488,2025-01-27 03:28:13.932635
17120,56733,9776,49166,2022-12-04 14:46:57.666786,2025-01-24 08:19:53.640585
17121,58786,8577,87724,2022-07-23 04:33:51.287627,2025-01-14 04:31:58.367428
17122,52539,4846,64088,2024-04-01 22:16:02.409148,2025-01-25 20:10:08.125952
17123,51247,7497,67041,2022-12-02 15:00:14.207182,2025-01-19 01:46:53.958477
17124,38482,4775,92608,2020-04-23 23:15:49.090930,2025-01-19 04:18:53.303632
17125,44795,5311,34718,2021-12-03 09:41:09.686985,2025-01-14 03:44:56.881457
17126,58217,8506,61416,2022-09-19 08:09:10.923548,2025-01-10 01:46:15.415873
17127,35326,7913,68840,2022-09-20 15:54:04.373247,2025-01-02 05:14:44.356081
17128,21857,5864,55580,2024-11-16 08:11:46.218401,2025-01-05 04:27:15.474044
17129,14032,5231,43048,2022-10-07 19:48:02.873183,2025-01-08 09:14:00.292161
17130,12647,6482,78729,2023-06-21 00:20:55.873726,2025-01-21 12:42:56.510186
17131,2899,9436,95049,2021-01-10 06:26:09.229986,2025-01-24 14:39:58.324923
17132,41513,2746,34028,2022-07-19 15:16:42.991406,2025-01-11 00:05:24.218840
17133,54217,9028,18506,2023-07-20 16:09:38.936891,2025-01-10 03:43:49.643855
17134,43651,5444,72364,2022-01-11 03:02:55.932027,2025-01-29 03:46:52.274325
17135,5035,2022,78898,2023-11-29 08:02:54.515805,2025-01-06 00:02:58.749223
17136,12753,6193,27178,2022-05-02 05:32:43.326960,2025-01-12 14:01:50.565214
17137,21021,1479,84771,2024-08-10 23:25:47.402178,2025-01-22 00:53:37.618974
17138,30127,3056,10426,2024-01-20 17:42:37.393189,2025-01-25 05:04:02.729989
17139,15489,2588,52591,2020-07-21 23:00:35.351356,2025-01-02 13:38:12.660356
17140,57258,4593,12915,2024-09-02 06:05:04.156888,2025-01-27 02:15:41.766332
17141,23407,4533,82498,2022-02-15 22:37:56.634223,2025-01-29 10:51:32.802175
17142,47314,3511,15131,2022-01-21 22:11:52.783560,2025-01-19 12:29:05.934703
17143,50584,6083,71342,2021-04-17 03:05:52.305542,2025-01-23 20:57:26.941180
17144,54244,1300,37617,2024-08-18 15:02:00.981086,2025-02-03 22:36:17.506768
17145,46569,373,14910,2024-11-16 03:35:14.544873,2025-01-22 19:47:14.803495
17146,2691,5731,7287,2023-09-17 14:32:42.306818,2025-01-20 05:01:54.961529
17147,27815,9607,44573,2021-12-16 09:11:28.907186,2025-01-09 02:01:10.711640
17148,12062,5635,84857,2020-08-15 20:58:21.036398,2025-01-28 14:16:26.996937
17149,6169,773,95297,2021-06-19 00:41:41.601959,2025-01-30 00:41:53.887434
17150,54342,2593,25321,2021-05-02 02:59:46.438067,2025-01-25 20:39:19.522314
17151,50467,7517,74298,2023-11-11 13:22:12.369813,2025-01-30 18:59:24.393898
17152,29290,5847,89952,2022-03-06 20:03:20.068001,2025-01-13 16:12:56.322116
17153,39139,9405,36624,2021-08-04 16:17:32.070112,2025-01-13 18:12:52.211329
17154,2933,9145,27611,2022-09-24 09:19:39.460498,2025-01-21 09:25:55.977113
17155,46237,700,41311,2024-12-03 15:35:53.325263,2025-02-01 09:28:03.669255
17156,8277,4014,69424,2021-10-03 13:05:05.194770,2025-01-07 15:34:32.090461
17157,50604,3994,98851,2020-02-20 12:01:06.219141,2025-01-08 21:22:23.020823
17158,14042,7547,88538,2022-04-20 16:08:51.839122,2025-01-14 07:27:26.279154
17159,2482,6613,3434,2024-09-24 15:14:27.811658,2025-02-01 09:26:57.881705
17160,35608,972,16777,2024-10-12 16:32:01.473583,2025-01-02 18:24:34.917279
17161,12365,3274,61613,2023-09-29 00:36:52.184608,2025-01-25 22:06:44.573202
17162,27549,1782,74300,2023-09-15 13:02:47.283111,2025-01-17 13:51:14.046028
17163,9949,6839,32146,2024-03-08 01:10:21.095792,2025-01-05 10:36:37.297260
17164,18648,4089,85232,2021-02-04 04:48:00.385004,2025-01-19 16:28:00.185256
17165,6014,4059,86348,2020-06-08 05:33:14.846746,2025-01-15 12:18:45.628515
17166,11715,6832,52360,2023-05-02 16:44:32.268077,2025-01-04 19:32:15.693121
17167,58895,3428,15282,2023-05-27 01:14:26.361174,2025-01-18 22:53:39.315887
17168,8011,6280,40815,2025-01-22 17:14:44.757669,2025-01-19 14:28:01.253401
17169,22988,3654,65722,2021-03-03 11:22:24.674429,2025-01-07 05:22:16.626163
17170,39290,946,5390,2022-12-27 11:05:48.243727,2025-01-24 05:09:31.577640
17171,59323,9317,4658,2023-08-02 16:50:55.851818,2025-01-01 00:12:23.354388
17172,44881,2014,82760,2024-08-29 14:29:55.350984,2025-01-22 21:56:42.788679
17173,35414,2374,62262,2023-02-23 07:56:29.052508,2025-01-18 11:57:54.474945
17174,23861,3786,6075,2020-12-04 03:08:28.875737,2025-01-14 12:55:07.799521
17175,40338,1454,57950,2020-11-04 21:59:14.056593,2025-01-04 23:59:57.569045
17176,51522,1828,72485,2020-10-25 00:00:38.807302,2025-01-17 15:45:50.610003
17177,707,9301,17456,2024-09-21 03:47:59.163398,2025-01-16 16:51:50.734146
17178,34537,9452,30628,2023-08-27 19:28:01.743444,2025-02-02 05:48:11.078675
17179,7754,6631,74637,2021-11-07 07:39:52.317462,2025-01-04 18:30:59.449307
17180,22493,4684,77916,2022-11-11 20:36:47.954731,2025-01-25 21:04:39.037325
17181,4368,4603,86089,2024-03-03 00:13:46.905314,2025-01-05 21:19:04.302373
17182,7852,1140,13059,2022-01-18 19:26:41.894071,2025-01-17 11:54:45.501735
17183,14529,8724,63029,2021-02-04 14:57:21.191846,2025-01-07 22:02:05.385874
17184,28208,233,86036,2020-06-08 11:43:07.725842,2025-01-09 07:42:03.433484
17185,40818,2536,90927,2022-03-31 21:25:17.161149,2025-01-30 05:27:03.513727
17186,55260,5086,61467,2024-03-19 03:04:24.974077,2025-01-03 13:25:47.108298
17187,50792,9967,60455,2022-12-11 10:19:44.412277,2025-01-18 16:01:55.392230
17188,50201,3563,71583,2020-01-25 16:40:10.859365,2025-01-03 09:24:23.792999
17189,46997,3101,40429,2021-04-26 22:06:32.836953,2025-01-01 03:09:08.640696
17190,7827,4,58509,2022-11-25 19:41:58.702986,2025-02-01 13:57:55.062614
17191,46287,9821,43845,2023-04-19 14:08:09.801126,2025-01-31 23:38:26.064694
17192,4133,9279,49975,2024-01-09 08:29:53.161088,2025-01-23 01:59:57.083234
17193,19650,4352,80149,2023-11-04 12:17:58.770952,2025-01-16 10:03:50.954792
17194,20004,6136,67592,2022-10-18 15:21:07.164962,2025-01-26 14:58:28.936831
17195,33917,4738,82532,2025-01-12 16:27:02.584868,2025-01-06 14:41:30.960663
17196,38647,8401,47496,2020-06-22 14:38:37.453026,2025-01-17 20:58:23.420376
17197,54483,4031,81063,2024-01-17 16:41:23.403874,2025-01-20 15:30:41.874018
17198,38281,2617,44653,2021-02-01 12:16:02.252135,2025-01-03 11:06:58.459810
17199,16260,8519,49188,2022-01-15 02:22:48.470276,2025-01-05 00:09:44.446312
17200,16124,5191,98867,2023-07-14 19:40:36.324352,2025-01-24 07:38:14.395194
17201,38458,2839,80162,2022-05-21 14:45:24.806203,2025-01-07 11:36:56.178496
17202,46001,9989,70446,2020-08-21 05:07:06.738918,2025-01-25 11:20:39.372355
17203,17835,5903,88834,2022-09-02 19:42:03.893942,2025-01-17 22:06:08.800420
17204,25898,8091,7936,2021-05-08 18:04:48.907985,2025-01-23 19:16:14.687633
17205,1665,6185,87346,2020-09-09 12:28:38.112974,2025-02-03 10:17:23.312867
17206,2729,5427,92703,2024-03-10 13:40:01.003152,2025-02-03 23:14:28.165659
17207,11162,3086,96278,2022-02-19 11:38:33.156829,2025-01-28 11:30:41.241228
17208,10634,3339,34565,2020-06-27 23:54:50.758443,2025-01-26 08:39:24.603656
17209,31851,7375,34828,2023-11-20 11:11:53.679603,2025-01-15 15:02:46.575988
17210,53043,2962,74967,2021-11-03 04:47:21.671391,2025-01-27 20:05:06.935002
17211,6513,69,74050,2024-11-17 21:03:24.805811,2025-02-03 02:23:29.805839
17212,14105,7042,24970,2022-09-15 08:54:19.477476,2025-01-22 15:04:06.348414
17213,48440,5531,24018,2022-07-29 15:33:20.120787,2025-01-04 04:45:53.625316
17214,11492,5243,76434,2024-07-03 03:27:44.449858,2025-01-31 22:20:21.504748
17215,34105,5199,9662,2021-12-10 21:53:35.167165,2025-01-18 02:32:37.809992
17216,58659,4093,90653,2024-01-20 12:35:17.100048,2025-01-08 19:22:35.865648
17217,53560,2503,60638,2020-06-09 18:13:01.034164,2025-01-17 23:39:59.999237
17218,37325,3291,68333,2024-06-01 22:40:43.314276,2025-01-13 21:07:43.812252
17219,56879,10108,48760,2021-09-27 16:20:04.987593,2025-01-25 02:10:19.298837
17220,55610,9447,50753,2023-06-07 20:26:55.774030,2025-01-12 19:53:36.819444
17221,8630,1724,42482,2023-12-09 06:55:04.622693,2025-01-05 03:44:08.378001
17222,1245,1793,81299,2021-08-03 02:15:32.303917,2025-01-17 11:02:26.499229
17223,24994,4566,62903,2021-07-04 13:59:57.466117,2025-01-15 21:26:05.851086
17224,21798,1213,138,2021-12-10 23:03:15.039442,2025-01-05 05:20:11.714678
17225,36229,404,7466,2022-12-23 14:02:42.642321,2025-01-24 17:25:20.019570
17226,13895,4241,8877,2020-06-13 21:18:12.265263,2025-02-01 13:27:35.486339
17227,58877,6047,76586,2021-11-16 11:34:26.242508,2025-01-26 00:51:46.193818
17228,15317,3281,80581,2024-04-28 20:53:27.967839,2025-01-06 01:09:39.032923
17229,25966,6268,57533,2021-03-12 09:54:36.811254,2025-01-31 18:14:07.998237
17230,11322,2021,78790,2022-08-23 16:40:48.847987,2025-01-09 15:07:54.276728
17231,898,3421,86393,2021-09-15 11:03:04.037891,2025-01-12 05:38:25.229629
17232,8397,5786,65948,2022-06-14 20:36:28.284895,2025-01-10 21:04:55.261186
17233,13557,7495,61022,2023-05-21 07:49:17.216491,2025-01-10 17:41:25.803073
17234,22277,1091,52656,2020-07-22 11:29:23.800700,2025-01-17 10:10:41.025419
17235,45267,7046,99476,2021-08-21 20:12:23.038069,2025-01-29 22:50:14.279607
17236,37867,7004,49118,2021-02-18 20:53:57.671810,2025-02-01 08:11:29.077992
17237,33410,6146,96338,2020-12-09 16:03:01.626138,2025-02-02 05:56:27.247775
17238,45642,3757,16487,2020-09-08 18:09:45.459941,2025-01-24 03:05:45.890460
17239,7544,9962,30408,2024-08-07 20:35:50.086417,2025-01-15 06:09:19.168399
17240,56004,10429,73114,2024-07-03 21:00:35.003437,2025-01-04 22:31:51.616102
17241,12248,10500,66716,2020-01-21 07:13:46.143794,2025-01-17 05:30:15.293857
17242,4067,5193,13235,2023-12-30 13:28:49.429876,2025-01-09 21:35:17.865010
17243,2685,7580,71336,2023-07-13 09:36:35.043671,2025-01-19 17:26:00.509684
17244,24670,7612,27418,2022-07-01 21:35:53.600442,2025-01-17 09:39:18.545529
17245,18807,8354,45455,2020-08-30 18:54:07.923076,2025-01-17 07:52:05.970781
17246,15827,7817,52304,2020-01-25 15:40:28.970683,2025-01-03 22:11:37.976151
17247,51887,5449,19980,2023-05-27 15:22:25.816460,2025-01-28 20:26:59.424005
17248,31893,2754,74403,2023-07-03 00:34:11.373625,2025-01-04 07:56:20.187474
17249,25062,1913,10342,2021-12-01 16:07:38.250626,2025-01-18 15:38:08.628502
17250,37146,1375,37043,2024-02-23 09:30:03.763230,2025-01-16 03:41:07.961105
17251,24540,3702,87863,2024-10-16 05:00:18.901213,2025-01-11 23:15:00.275937
17252,16630,3422,33961,2022-10-15 02:10:15.811975,2025-01-19 14:10:46.063810
17253,2680,9859,21291,2022-06-27 18:04:40.997767,2025-01-19 11:00:13.792224
17254,27051,8576,94874,2022-07-18 11:31:24.796441,2025-01-02 01:58:08.113729
17255,6846,10119,92139,2020-02-14 22:19:20.982334,2025-01-08 17:50:53.128064
17256,11259,3165,24320,2021-08-04 07:13:24.773776,2025-01-14 08:02:29.108840
17257,11935,8921,58525,2022-10-21 21:30:37.634884,2025-01-04 09:49:57.756118
17258,11693,1330,63303,2024-06-23 00:04:39.266108,2025-02-01 13:16:04.977111
17259,16802,10346,6521,2024-07-08 11:53:49.274385,2025-01-23 11:35:43.904422
17260,10061,8313,94875,2023-09-25 15:29:29.590513,2025-01-22 13:21:47.122688
17261,41002,2129,61689,2020-05-01 11:17:02.510748,2025-01-14 23:30:41.763011
17262,45808,738,97110,2023-08-21 14:05:18.737806,2025-01-20 09:55:04.070986
17263,9888,6719,7180,2021-10-27 05:39:05.308424,2025-01-12 12:12:46.347523
17264,17681,4020,97651,2022-04-11 21:37:35.536932,2025-02-01 15:59:17.367124
17265,2067,663,22767,2022-11-23 14:18:38.535961,2025-01-23 03:16:24.610734
17266,4198,8184,50119,2020-09-26 02:01:56.905951,2025-01-16 08:35:21.153820
17267,6224,410,33785,2024-01-23 04:52:13.689657,2025-01-04 06:21:19.870020
17268,37191,2036,79332,2023-07-30 05:29:10.423279,2025-01-23 08:13:23.437636
17269,58819,5289,13377,2024-03-02 14:03:53.591958,2025-01-28 17:58:51.974565
17270,59545,3751,7545,2023-06-07 04:10:54.542515,2025-01-19 00:47:46.128210
17271,49,201,18171,2024-11-20 03:48:59.212768,2025-01-26 18:19:52.819478
17272,47204,3703,94191,2021-09-26 17:34:33.596265,2025-01-26 15:18:21.179639
17273,43735,8321,50454,2024-05-05 11:11:47.813600,2025-01-08 21:53:02.789226
17274,773,7786,5030,2020-09-10 00:37:12.419864,2025-01-13 06:52:43.323496
17275,28728,7691,69306,2023-10-15 10:54:52.493849,2025-01-03 20:39:19.528709
17276,53108,9663,75487,2025-01-19 12:17:04.651890,2025-01-08 03:43:53.485698
17277,29095,5144,24494,2025-01-21 00:09:43.725650,2025-02-03 13:14:07.203109
17278,7815,6623,2787,2022-12-17 08:29:10.989091,2025-02-02 06:51:26.872841
17279,33763,5248,1516,2022-07-12 00:06:16.287382,2025-01-23 23:29:59.057362
17280,24443,2074,79932,2020-12-10 16:30:19.344669,2025-02-04 01:19:50.195065
17281,44524,416,14680,2024-03-22 13:01:45.864226,2025-01-21 05:24:26.906052
17282,50829,8753,27217,2021-03-17 01:02:20.090966,2025-01-04 23:21:14.009686
17283,7598,5160,79135,2024-04-26 10:02:58.827256,2025-01-04 20:54:58.202893
17284,22676,6610,51218,2024-04-27 03:50:38.386894,2025-01-06 05:59:09.705103
17285,45943,2922,87587,2023-11-25 08:42:18.727260,2025-01-15 19:48:27.541902
17286,33515,8206,27191,2022-05-06 21:06:43.808761,2025-01-15 04:48:06.710581
17287,12468,2491,26830,2025-01-07 02:55:09.877817,2025-01-17 16:19:19.901718
17288,51567,5134,86982,2021-08-10 23:33:30.166855,2025-01-04 09:42:41.717208
17289,10065,8695,75505,2024-04-23 10:55:47.156892,2025-01-14 01:08:33.174181
17290,10942,7385,48027,2021-08-04 01:24:56.421310,2025-01-08 08:00:04.401870
17291,2296,6763,13815,2024-07-20 04:12:04.206987,2025-01-28 04:23:14.787679
17292,59589,4671,95741,2022-11-10 01:13:39.801537,2025-01-25 09:28:20.131778
17293,45764,1665,3031,2020-02-02 18:53:03.183919,2025-01-04 08:03:36.722070
17294,42569,4231,76973,2020-05-14 16:00:26.477254,2025-01-01 22:03:09.316455
17295,56867,10173,82991,2020-09-08 14:12:40.045595,2025-01-07 15:37:39.282233
17296,12741,9243,32438,2020-01-10 00:40:33.019553,2025-01-22 05:40:47.426805
17297,42746,5735,63823,2021-03-07 01:18:06.865577,2025-02-03 11:49:05.172988
17298,31451,904,16641,2021-11-24 21:06:46.473683,2025-01-21 16:48:17.658400
17299,5597,8087,72368,2024-02-18 13:02:45.788005,2025-01-20 16:16:11.797297
17300,44173,8359,5651,2021-03-10 18:40:10.784528,2025-01-05 03:55:23.612908
17301,42158,9407,97939,2021-06-01 01:17:00.730340,2025-01-15 04:31:19.650255
17302,39789,778,51079,2023-02-14 17:28:38.301609,2025-01-20 03:00:36.414097
17303,44388,3765,90820,2023-01-28 01:44:52.444187,2025-01-08 14:36:35.487362
17304,21542,5281,10994,2021-09-01 17:15:01.089050,2025-01-30 23:12:51.847852
17305,50653,8226,74669,2023-01-25 15:55:17.338835,2025-01-22 10:09:09.552552
17306,57438,1603,44011,2023-04-13 13:24:55.288960,2025-01-11 16:07:39.398089
17307,58078,876,74236,2022-11-19 19:17:25.397439,2025-01-21 17:23:30.504634
17308,6646,9280,86302,2021-05-17 07:44:21.812581,2025-01-03 00:00:43.944871
17309,21849,10096,2183,2020-09-10 23:28:55.444011,2025-01-30 04:57:31.056863
17310,50504,696,9214,2020-08-04 09:44:25.499100,2025-01-23 20:26:01.395559
17311,56372,10311,10861,2024-09-23 23:09:23.036010,2025-01-13 18:31:33.258202
17312,34687,4449,78398,2021-06-02 04:30:44.452405,2025-01-08 21:36:58.826264
17313,1231,2021,17840,2021-02-25 08:50:22.942250,2025-01-04 11:10:06.228972
17314,40197,628,89533,2022-09-19 01:27:58.441904,2025-01-12 23:38:10.731502
17315,7100,7779,44677,2022-03-15 17:57:57.621436,2025-01-20 11:07:51.206685
17316,11437,1785,75531,2024-01-21 20:52:36.089983,2025-01-10 04:01:43.012472
17317,7868,5418,60657,2022-07-25 21:41:57.994996,2025-01-10 08:43:21.738873
17318,15078,1354,81693,2020-02-19 14:21:00.112339,2025-01-06 04:42:13.033193
17319,48687,572,34251,2023-04-08 18:08:06.954852,2025-01-18 12:47:02.979951
17320,14085,7047,80916,2023-08-09 13:02:05.467291,2025-01-13 01:23:13.545748
17321,26080,167,8830,2020-12-16 01:22:30.292443,2025-01-31 18:49:08.179055
17322,11788,5821,72490,2025-01-21 15:16:33.627788,2025-01-26 15:06:44.108741
17323,55240,9910,79468,2020-06-29 22:37:05.947075,2025-02-03 18:40:38.524394
17324,38917,8483,43590,2023-03-17 07:13:04.823417,2025-01-22 14:32:39.495511
17325,10218,6333,82190,2021-11-17 11:02:37.554162,2025-01-12 08:51:28.329048
17326,9366,127,90539,2024-06-24 22:28:16.150270,2025-01-05 00:21:37.701696
17327,14390,8893,68674,2024-02-07 01:56:31.420583,2025-01-21 03:32:28.062211
17328,28688,1623,78814,2024-05-06 19:15:21.896982,2025-01-30 09:52:39.647026
17329,57555,1727,20415,2023-04-26 10:25:48.639056,2025-02-01 10:04:23.175646
17330,17168,3716,30756,2025-01-08 07:57:55.784438,2025-01-19 06:19:09.230688
17331,51703,2567,99601,2020-09-15 12:36:18.575068,2025-01-02 03:36:11.759265
17332,15471,6083,16658,2021-02-21 15:50:11.440401,2025-01-27 13:54:56.005366
17333,12845,7016,39203,2024-06-23 08:21:13.364739,2025-01-14 04:02:57.105215
17334,19653,8835,13515,2025-02-03 05:18:10.882948,2025-01-03 08:23:00.166594
17335,29268,5159,79566,2023-01-28 09:52:31.149654,2025-01-08 21:33:45.873746
17336,30054,6170,90234,2023-03-22 22:37:05.619045,2025-01-07 20:22:06.548730
17337,21873,3144,17735,2024-01-14 22:41:01.848992,2025-01-16 16:21:11.985506
17338,54004,8687,56385,2023-09-27 09:58:12.362969,2025-01-21 05:10:20.228706
17339,26422,7432,75352,2021-08-10 08:16:17.784485,2025-01-12 07:33:33.435936
17340,27001,4792,46937,2022-04-13 09:16:48.139749,2025-01-05 11:38:53.690849
17341,42141,4773,39404,2021-01-19 15:46:31.989846,2025-01-14 15:13:17.991005
17342,16537,1562,95606,2020-05-24 15:35:05.934737,2025-01-31 05:31:52.378986
17343,4282,429,22156,2021-04-20 08:36:00.429406,2025-01-26 03:38:57.332982
17344,16034,3290,80229,2021-08-01 04:24:29.759213,2025-01-07 12:44:04.583225
17345,13049,885,87198,2025-02-02 06:16:58.152380,2025-01-01 00:20:54.020564
17346,10059,10244,72629,2023-09-18 21:05:30.041227,2025-01-22 06:42:33.173985
17347,8486,890,91318,2023-07-21 13:39:22.618785,2025-01-31 02:26:30.904802
17348,35762,398,11058,2022-03-28 11:18:16.546267,2025-01-31 14:47:38.004350
17349,58379,1097,76564,2024-05-19 02:47:57.216063,2025-01-18 09:59:27.205222
17350,28545,1032,99744,2023-03-06 00:50:09.265843,2025-01-03 21:01:59.208449
17351,7249,5974,4093,2021-02-18 23:30:48.915489,2025-01-24 14:02:52.520041
17352,19817,1890,45501,2023-07-17 08:52:44.034074,2025-01-18 12:09:55.952219
17353,23776,2777,92019,2022-01-06 00:02:36.815217,2025-01-23 22:08:25.412312
17354,41111,5708,36426,2022-08-04 00:43:00.746888,2025-01-27 17:52:05.906634
17355,46261,9545,77184,2020-11-01 09:54:00.548319,2025-01-26 01:43:42.939727
17356,8300,7076,84220,2022-06-23 16:25:43.903675,2025-01-23 10:36:26.842747
17357,20546,3071,79267,2023-10-02 01:45:27.184737,2025-02-01 21:31:27.652083
17358,14407,3177,6502,2022-09-02 05:25:15.843125,2025-01-12 06:27:35.853064
17359,15261,4919,4616,2020-08-09 03:23:01.751422,2025-01-17 08:00:06.396940
17360,26286,1995,7317,2022-08-17 21:35:30.605291,2025-01-27 13:34:19.703501
17361,41028,5281,34189,2023-01-02 19:48:06.072023,2025-01-11 08:25:13.051366
17362,18281,961,81375,2022-04-07 05:01:32.335862,2025-01-15 19:24:09.544185
17363,40183,309,67388,2021-05-01 01:46:55.646423,2025-01-31 04:58:33.921293
17364,20845,2076,18564,2024-06-09 03:27:34.296281,2025-01-31 05:03:13.563158
17365,42941,9794,58422,2024-06-13 05:46:55.289481,2025-01-21 18:23:03.439709
17366,46277,6139,16232,2024-05-29 08:08:22.763499,2025-01-12 17:36:39.523385
17367,27576,6689,16921,2020-11-04 02:53:02.073873,2025-02-04 03:55:32.142803
17368,48656,6339,48404,2023-12-23 11:29:47.216625,2025-01-28 22:38:35.857996
17369,1175,270,55350,2023-09-06 13:13:00.185985,2025-01-30 02:01:05.848523
17370,59494,6074,43647,2022-06-19 11:24:26.798812,2025-01-06 01:52:55.567448
17371,3863,3073,11937,2020-01-16 22:10:40.441509,2025-01-30 14:40:58.321505
17372,58472,1117,60237,2021-05-24 09:42:48.904895,2025-02-03 22:16:01.170379
17373,43669,2346,73913,2025-01-07 02:51:49.735348,2025-01-24 02:55:15.868002
17374,11550,10475,22126,2021-08-24 05:27:25.471579,2025-01-22 02:46:39.683030
17375,41982,8185,23260,2022-04-09 16:44:11.750192,2025-01-01 21:44:59.402660
17376,16841,3155,14104,2022-10-06 08:31:30.096596,2025-01-01 14:13:52.122249
